class;source;target;total;path
MainTableNameFormatter;0;0;0;src/main/java/net/sf/jabref/gui/maintable/MainTableNameFormatter.java
PushToLatexEditor;0;0;0;src/main/java/net/sf/jabref/external/push/PushToLatexEditor.java
BibtexKeyAutoCompleter;0;0;0;src/main/java/net/sf/jabref/logic/autocompleter/BibtexKeyAutoCompleter.java
CompositeFormat;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/CompositeFormat.java
EntryType;0;0;0;src/main/java/net/sf/jabref/model/entry/EntryType.java
FieldNameLabel;0;0;0;src/main/java/net/sf/jabref/gui/fieldeditors/FieldNameLabel.java
MoveGroupChange;0;0;0;src/main/java/net/sf/jabref/logic/groups/MoveGroupChange.java
UndoableChangeEntriesOfGroup;0;0;0;src/main/java/net/sf/jabref/gui/groups/UndoableChangeEntriesOfGroup.java
AutoCompleters;0;0;0;src/main/java/net/sf/jabref/logic/autocompleter/AutoCompleters.java
DatabaseType;0;0;0;src/main/java/net/sf/jabref/sql/DatabaseType.java
JournalAbbreviationsUtil;0;0;0;src/main/java/net/sf/jabref/gui/journals/JournalAbbreviationsUtil.java
OpenBrowserAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/OpenBrowserAction.java
PurifyFunction;0;0;0;src/main/java/net/sf/jabref/bst/PurifyFunction.java
WidthFunction;0;0;0;src/main/java/net/sf/jabref/bst/WidthFunction.java
AuxCommandLine;0;0;0;src/main/java/net/sf/jabref/cli/AuxCommandLine.java
FieldEditorFocusListener;0;0;0;src/main/java/net/sf/jabref/gui/fieldeditors/FieldEditorFocusListener.java
GlobalFocusListener;0;0;0;src/main/java/net/sf/jabref/gui/GlobalFocusListener.java
LocalizationKeyParams;0;0;0;src/main/java/net/sf/jabref/logic/l10n/LocalizationKeyParams.java
MimeTypeDetector;0;0;0;src/main/java/net/sf/jabref/logic/fulltext/MimeTypeDetector.java
PushToWinEdt;0;0;0;src/main/java/net/sf/jabref/external/push/PushToWinEdt.java
SpecialFieldDatabaseChangeListener;0;0;0;src/main/java/net/sf/jabref/specialfields/SpecialFieldDatabaseChangeListener.java
CrossRefEntryComparator;0;0;0;src/main/java/net/sf/jabref/logic/bibtex/comparator/CrossRefEntryComparator.java
EntrySorter;0;0;0;src/main/java/net/sf/jabref/model/database/EntrySorter.java
JabRefLogger;0;0;0;src/main/java/net/sf/jabref/logic/logging/JabRefLogger.java
JournalAutoCompleter;0;0;0;src/main/java/net/sf/jabref/logic/autocompleter/JournalAutoCompleter.java
PushToTexmaker;0;0;0;src/main/java/net/sf/jabref/external/push/PushToTexmaker.java
PushToTeXstudio;0;0;0;src/main/java/net/sf/jabref/external/push/PushToTeXstudio.java
RemoteListenerServerThread;0;0;0;src/main/java/net/sf/jabref/logic/remote/server/RemoteListenerServerThread.java
Replace;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/Replace.java
TeeStream;0;0;0;src/main/java/net/sf/jabref/logic/error/TeeStream.java
EntireFieldAutoCompleter;0;0;0;src/main/java/net/sf/jabref/logic/autocompleter/EntireFieldAutoCompleter.java
FieldChangedEvent;0;0;0;src/main/java/net/sf/jabref/event/FieldChangedEvent.java
HandleDuplicateWarnings;0;0;0;src/main/java/net/sf/jabref/importer/HandleDuplicateWarnings.java
JabRefMessageHandler;0;0;0;src/main/java/net/sf/jabref/gui/remote/JabRefMessageHandler.java
ManageJournalsAction;0;0;0;src/main/java/net/sf/jabref/gui/journals/ManageJournalsAction.java
RemoveTilde;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/RemoveTilde.java
SearchDescribers;0;0;0;src/main/java/net/sf/jabref/logic/search/rules/describer/SearchDescribers.java
SearchMode;0;0;0;src/main/java/net/sf/jabref/gui/search/SearchMode.java
AuthorOrgSci;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorOrgSci.java
CaseChangeMenu;0;0;0;src/main/java/net/sf/jabref/gui/fieldeditors/contextmenu/CaseChangeMenu.java
DragDropPopupPane;0;0;0;src/main/java/net/sf/jabref/gui/DragDropPopupPane.java
FocusRequester;0;0;0;src/main/java/net/sf/jabref/gui/util/FocusRequester.java
Iso690FormatDate;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/Iso690FormatDate.java
MSBibEntryType;0;0;0;src/main/java/net/sf/jabref/logic/msbib/MSBibEntryType.java
BibDatabases;0;0;0;src/main/java/net/sf/jabref/model/database/BibDatabases.java
FieldComparatorStack;0;0;0;src/main/java/net/sf/jabref/logic/bibtex/comparator/FieldComparatorStack.java
IdGenerator;0;0;0;src/main/java/net/sf/jabref/model/entry/IdGenerator.java
LocalizationKey;0;0;0;src/main/java/net/sf/jabref/logic/l10n/LocalizationKey.java
ProxyAuthenticator;0;0;0;src/main/java/net/sf/jabref/logic/net/ProxyAuthenticator.java
PushToApplication;0;0;0;src/main/java/net/sf/jabref/external/push/PushToApplication.java
PushToApplications;0;0;0;src/main/java/net/sf/jabref/external/push/PushToApplications.java
AboutAction;0;0;0;src/main/java/net/sf/jabref/gui/help/AboutAction.java
ChangeTypeAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/ChangeTypeAction.java
ConversionMenu;0;0;0;src/main/java/net/sf/jabref/gui/fieldeditors/contextmenu/ConversionMenu.java
DBImporterResult;0;0;0;src/main/java/net/sf/jabref/sql/importer/DBImporterResult.java
Formatter;0;0;0;src/main/java/net/sf/jabref/logic/formatter/Formatter.java
HitOrMissComparator;0;0;0;src/main/java/net/sf/jabref/gui/search/HitOrMissComparator.java
LastPage;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/LastPage.java
SearchRules;0;0;0;src/main/java/net/sf/jabref/logic/search/rules/SearchRules.java
CopyVersionToClipboardAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/CopyVersionToClipboardAction.java
EntryAddedEvent;0;0;0;src/main/java/net/sf/jabref/event/EntryAddedEvent.java
RemoveWhitespace;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/RemoveWhitespace.java
RisMonth;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/RisMonth.java
SpecialFieldMenuAction;0;0;0;src/main/java/net/sf/jabref/specialfields/SpecialFieldMenuAction.java
DOICheck;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/DOICheck.java
Encodings;0;0;0;src/main/java/net/sf/jabref/logic/l10n/Encodings.java
FirstPage;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/FirstPage.java
IExportFormat;0;0;0;src/main/java/net/sf/jabref/exporter/IExportFormat.java
IncompleteRenderer;0;0;0;src/main/java/net/sf/jabref/gui/renderer/IncompleteRenderer.java
MonitoredURLDownload;0;0;0;src/main/java/net/sf/jabref/gui/net/MonitoredURLDownload.java
NotFoundFormatter;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/NotFoundFormatter.java
ProxyRegisterer;0;0;0;src/main/java/net/sf/jabref/logic/net/ProxyRegisterer.java
RemoveBracketsAddComma;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/RemoveBracketsAddComma.java
AndMatcher;0;0;0;src/main/java/net/sf/jabref/logic/search/matchers/AndMatcher.java
AutoCompleteRenderer;0;0;0;src/main/java/net/sf/jabref/gui/autocompleter/AutoCompleteRenderer.java
CurrentDate;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/CurrentDate.java
KeyBinder;0;0;0;src/main/java/net/sf/jabref/gui/keyboard/KeyBinder.java
KeyCollisionException;0;0;0;src/main/java/net/sf/jabref/model/database/KeyCollisionException.java
OrMatcher;0;0;0;src/main/java/net/sf/jabref/logic/search/matchers/OrMatcher.java
UndefinedBibtexEntry;0;0;0;src/main/java/net/sf/jabref/gui/openoffice/UndefinedBibtexEntry.java
Database;0;0;0;src/main/java/net/sf/jabref/sql/Database.java
GroupHierarchyType;0;0;0;src/main/java/net/sf/jabref/logic/groups/GroupHierarchyType.java
JournalAbbreviator;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/JournalAbbreviator.java
MatcherSets;0;0;0;src/main/java/net/sf/jabref/logic/search/matchers/MatcherSets.java
NotMatcher;0;0;0;src/main/java/net/sf/jabref/logic/search/matchers/NotMatcher.java
RemoveBrackets;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/RemoveBrackets.java
SearchForUpdateAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/SearchForUpdateAction.java
CompleteRenderer;0;0;0;src/main/java/net/sf/jabref/gui/renderer/CompleteRenderer.java
Default;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/Default.java
StringLengthComparator;0;0;0;src/main/java/net/sf/jabref/logic/util/strings/StringLengthComparator.java
DOIStrip;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/DOIStrip.java
KeyBindingTable;0;0;0;src/main/java/net/sf/jabref/gui/keyboard/KeyBindingTable.java
Number;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/Number.java
AutoCompleter;0;0;0;src/main/java/net/sf/jabref/logic/autocompleter/AutoCompleter.java
BibEntryNotFoundException;0;0;0;src/main/java/net/sf/jabref/gui/openoffice/BibEntryNotFoundException.java
CreateDocBookEditors;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/CreateDocBookEditors.java
EntryEvent;0;0;0;src/main/java/net/sf/jabref/event/EntryEvent.java
IsMarkedComparator;0;0;0;src/main/java/net/sf/jabref/gui/util/comparator/IsMarkedComparator.java
ToLowerCase;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/ToLowerCase.java
ToUpperCase;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/ToUpperCase.java
UndefinedCharacterFormatException;0;0;0;src/main/java/net/sf/jabref/gui/openoffice/UndefinedCharacterFormatException.java
UndefinedParagraphFormatException;0;0;0;src/main/java/net/sf/jabref/logic/openoffice/UndefinedParagraphFormatException.java
AuthorAbbreviator;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorAbbreviator.java
AuthorLF_FF;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorLF_FF.java
AuthorLF_FFAbbr;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorLF_FFAbbr.java
EverythingMatcher;0;0;0;src/main/java/net/sf/jabref/gui/search/matchers/EverythingMatcher.java
GroupMatcher;0;0;0;src/main/java/net/sf/jabref/gui/groups/GroupMatcher.java
SearchMatcher;0;0;0;src/main/java/net/sf/jabref/gui/search/matchers/SearchMatcher.java
AuthorFirstAbbrLastCommas;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorFirstAbbrLastCommas.java
AuthorFirstAbbrLastOxfordCommas;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorFirstAbbrLastOxfordCommas.java
AuthorFirstFirst;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorFirstFirst.java
AuthorFirstFirstCommas;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorFirstFirstCommas.java
AuthorFirstLastCommas;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorFirstLastCommas.java
AuthorFirstLastOxfordCommas;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorFirstLastOxfordCommas.java
AuthorLastFirst;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorLastFirst.java
AuthorLastFirstAbbrCommas;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorLastFirstAbbrCommas.java
AuthorLastFirstAbbrOxfordCommas;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorLastFirstAbbrOxfordCommas.java
AuthorLastFirstCommas;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorLastFirstCommas.java
AuthorLastFirstOxfordCommas;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorLastFirstOxfordCommas.java
AuthorNatBib;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorNatBib.java
FullTextFinder;0;0;0;src/main/java/net/sf/jabref/logic/fulltext/FullTextFinder.java
IdComparator;0;0;0;src/main/java/net/sf/jabref/logic/bibtex/comparator/IdComparator.java
StringInt;0;0;0;src/main/java/net/sf/jabref/logic/layout/StringInt.java
AuthorLastFirstAbbreviator;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/AuthorLastFirstAbbreviator.java
CleanupJob;0;0;0;src/main/java/net/sf/jabref/logic/cleanup/CleanupJob.java
FormatPagesForHTML;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/FormatPagesForHTML.java
FormatPagesForXML;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/FormatPagesForXML.java
NoSpaceBetweenAbbreviations;0;0;0;src/main/java/net/sf/jabref/logic/layout/format/NoSpaceBetweenAbbreviations.java
EntryChangedEvent;0;0;0;src/main/java/net/sf/jabref/event/EntryChangedEvent.java
EntryRemovedEvent;0;0;0;src/main/java/net/sf/jabref/event/EntryRemovedEvent.java
PrefsTab;0;0;0;src/main/java/net/sf/jabref/gui/preftabs/PrefsTab.java
SearchQueryHighlightListener;0;0;0;src/main/java/net/sf/jabref/logic/search/SearchQueryHighlightListener.java
UnknownExternalFileType;0;0;0;src/main/java/net/sf/jabref/external/UnknownExternalFileType.java
UnsupportedVersionException;0;0;0;src/main/java/net/sf/jabref/logic/groups/UnsupportedVersionException.java
AutoCompleteFirstNameMode;0;0;0;src/main/java/net/sf/jabref/logic/autocompleter/AutoCompleteFirstNameMode.java
ConfirmCloseFileListEntryEditor;0;0;0;src/main/java/net/sf/jabref/external/ConfirmCloseFileListEntryEditor.java
ConnectionLostException;0;0;0;src/main/java/net/sf/jabref/gui/openoffice/ConnectionLostException.java
EntryContainer;0;0;0;src/main/java/net/sf/jabref/gui/EntryContainer.java
ImportInspector;0;0;0;src/main/java/net/sf/jabref/importer/ImportInspector.java
NoDocumentException;0;0;0;src/main/java/net/sf/jabref/gui/openoffice/NoDocumentException.java
OutputPrinter;0;0;0;src/main/java/net/sf/jabref/importer/OutputPrinter.java
RemoteUtil;0;0;0;src/main/java/net/sf/jabref/logic/remote/RemoteUtil.java
SearchRule;0;0;0;src/main/java/net/sf/jabref/logic/search/rules/SearchRule.java
VMException;0;0;0;src/main/java/net/sf/jabref/bst/VMException.java
BaseAction;0;0;0;src/main/java/net/sf/jabref/gui/actions/BaseAction.java
CallBack;0;0;0;src/main/java/net/sf/jabref/gui/worker/CallBack.java
FileUpdateListener;0;0;0;src/main/java/net/sf/jabref/collab/FileUpdateListener.java
LayoutFormatter;0;0;0;src/main/java/net/sf/jabref/logic/layout/LayoutFormatter.java
MessageHandler;0;0;0;src/main/java/net/sf/jabref/logic/remote/server/MessageHandler.java
SearchDescriber;0;0;0;src/main/java/net/sf/jabref/logic/search/rules/describer/SearchDescriber.java
Warn;0;0;0;src/main/java/net/sf/jabref/bst/Warn.java
EncryptedPdfsNotSupportedException;0;0;0;src/main/java/net/sf/jabref/logic/xmp/EncryptedPdfsNotSupportedException.java
ParamLayoutFormatter;0;0;0;src/main/java/net/sf/jabref/logic/layout/ParamLayoutFormatter.java
Worker;0;0;0;src/main/java/net/sf/jabref/gui/worker/Worker.java
