;Class;findbugsScary;findbugsBadPractice;findbugsStyle;findbugsAll;pmdPriority;pmdCodeSize;pmdDesign;pmdCoupling;pmdAll;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM;Lines;Statements;X..Branches;Calls;X..Comments;Classes;Methods.Class;Avg.Stmts.Method;Max.Complexity;Max.Depth;Avg.Depth;Avg.Complexity;ID;ncloc;complexity;class_complexity;comment_lines;comment_lines_density;public_undocumented_api;duplicated_lines;violations;code_smells;sqale_index;sqale_debt_ratio;bugs;vulnerabilities;statements;public_api;functions;Commits;CreationTime;Source;Target;Total;DAC;LD;MPC
216;EntryContainer;0;0;0;0;0;0;0;0;2;1;1;0;1;1;0;5;1;28;4;0;0;64.3;1;1;0;0;1;0.25;0;103;6;0;0;1;43904;1;0;1;1;5;44045;0;0;0;2;1;11;1364106558;0;0;0;1;0;0
217;EntryConverter;0;0;0;3;0;0;0;0;21;2;1;0;1;11;1;3;1;39;21;0;16;43971;1;0;0;0;2;13881;0;694;26;0;0;6;44061;3;0;13;8;71;43839;0;5;13;4;0;3;1446111455;0;0;0;0;0;0
218;EntryCustomizationDialog;0;1;0;1;24;20;1;57;235;18;6;0;24;131;57;4;3;476;232;0;310;44083;2;1;82.5;1;3;43863;1;104;371;79;43916;28;7;1;0;15;11;338;3;4;0;215;2;14;34;1453906548;0;0;0;17;0.944444444;64
219;EntryDeleteChange;0;2;0;2;1;0;0;1;27;4;0;0;14;21;0;1;3;74;36;0;15;43914;1;3;12145;1;2;0.92;1;22;42;3;3;3;44018;0;0;2;2;6;0.5;0;0;13;0;3;35;1364106558;17;0;17;11;1;10
220;EntryEditor;0;2;1;3;39;44;11;270;693;73;5;0;71;322;1766;28;31;1495;743;43993;821;44055;9;28611;26207;19;7;32174;26696;174;1061;224;43874;139;43993;11;26;23;19;450;43922;4;0;585;21;67;383;1068398073;0;2;2;58;0.857142857;178
221;EntryEditorPrefsTab;0;2;0;2;6;15;0;2;105;11;5;0;12;82;21;1;5;296;198;43993;208;44054;1;6;43975;21;5;32509;12175;270;230;26;26;20;8;0;0;4;4;34;0.5;0;0;143;0;6;45;1171827121;0;0;0;8;0.677419355;27
222;EntryEditorTab;0;0;0;0;11;12;1;81;203;21;1;0;29;131;118;5;15;414;234;43844;185;15;1;21;22828;14;5;35431;24504;175;288;48;48;31;44021;8;0;5;4;38;0.4;1;0;153;9;15;117;1104192999;0;0;0;16;45658;52
223;EntryEditorTabFocusListener;0;0;0;0;0;10;3;8;52;5;1;0;4;20;0;2;3;124;54;13;24;21;2;43954;41760;6;7;34001;41671;176;76;14;14;5;43867;0;0;2;2;25;43831;0;0;31;0;3;12;1439543426;0;0;0;2;1;3
224;EntryEditorTabList;0;0;0;0;1;0;0;11;26;5;1;0;2;17;2;4;4;76;36;43841;21;43916;1;5;43925;5;4;43892;44044;177;47;8;8;3;6;4;0;1;1;5;0.4;0;0;21;5;5;19;1364106558;0;4;4;2;0.4;4
225;EntryEvent;0;0;0;0;0;0;1;0;5;2;1;3;1;3;0;3;2;23;8;0;0;43951;1;2;1;1;2;0.88;1;36;11;2;2;3;43942;1;0;1;1;5;43952;0;0;2;3;2;1;1462797354;0;0;0;1;0;0
226;EntryFetcher;0;0;0;0;0;0;0;0;5;4;1;0;4;4;6;19;4;84;11;0;0;77.4;1;4;0;0;1;0.36;0;365;12;0;0;31;72.1;0;0;1;1;5;43922;0;0;0;5;4;18;1364106558;4;0;4;5;0;0
227;EntryFetchers;0;0;0;0;0;0;0;1;10;2;1;0;16;21;0;2;2;51;24;0;32;31.4;1;1;16;0;2;15342;0;366;28;2;2;1;43924;3;0;2;2;15;44044;0;0;16;3;2;13;1440081277;0;0;0;17;0;3
228;EntryFromExternalFileCreator;0;0;0;0;0;0;0;1;11;4;0;0;3;15;4;1;3;36;15;44018;10;43898;1;3;2;1;3;44013;1;334;25;6;6;2;43928;1;0;1;1;5;0.7;0;0;6;2;4;12;1364106558;4;0;4;3;1;4
229;EntryFromFileCreator;0;0;0;0;5;0;0;15;68;12;1;2;10;56;54;6;5;206;75;43911;54;36.9;1;9;44140;6;5;26665;3;335;104;30;30;42;44071;0;0;4;4;7;0.2;0;0;48;4;12;41;1364106558;24;0;24;8;0.666666667;20
230;EntryFromFileCreatorManager;0;0;0;0;12;12;0;20;91;8;1;0;13;49;8;3;5;238;85;44036;60;34;1;7;21002;14;7;43863;43987;336;134;37;37;44;44036;1;0;5;5;35;0.9;0;0;64;6;7;38;1291023481;15;0;15;11;1;17
231;EntryFromPDFCreator;0;0;0;3;1;0;1;20;53;7;0;0;15;44;21;2;3;134;58;43878;47;43946;1;8;41365;6;6;32143;32174;337;83;21;21;23;44033;1;0;6;6;50;2;0;0;30;2;7;37;1291023481;16;0;16;10;0;17
232;EntryMarker;0;0;0;0;9;10;1;38;121;7;1;0;7;49;9;7;5;201;108;44040;82;44097;1;6;14.33;17;9+;3;43928;105;138;41;41;26;44089;3;0;7;7;88;43832;0;0;77;5;5;32;1439987299;0;0;0;7;0.1;25
233;EntryRemovedEvent;0;0;0;0;0;0;0;0;2;1;0;0;2;2;0;3;1;19;5;0;1;36.8;1;1;1;1;2;0.6;1;37;7;1;1;3;30;0;0;1;1;5;43923;0;0;1;2;1;1;1462797354;0;0;0;2;0;1
234;EntrySorter;0;0;0;0;0;0;0;0;13;4;1;0;3;10;0;3;3;48;18;0;5;33.3;1;3;12055;1;2;0.72;1;680;22;3;3;1;43894;4;0;2;2;10;43952;0;0;4;4;3;47;1364106558;0;0;0;1;0;0
235;EntryTableTransferHandler;0;0;0;1;16;2;1;32;158;16;2;0;19;90;60;3;8;408;181;43847;102;44102;2;43958;44020;8;4;33970;43924;195;232;56;56;70;43884;1;0;13;13;76;43831;0;0;122;3;14;81;1113640599;0;0;0;13;0.888888889;20
236;EntryType;0;0;0;0;0;0;0;10;12;8;1;0;1;17;28;55;7;73;16;0;0;52.1;1;23;0;0;2;0.83;0;695;25;2;2;17;40.5;0;0;4;3;5;0.7;1;0;5;8;7;10;1447759131;0;0;0;0;0;0
237;EntryTypeDialog;0;2;0;2;5;0;0;13;67;7;6;0;18;55;11;5;3;190;110;43955;70;43842;4;45717;31138;4;4;22282;16803;106;133;14;44016;6;43894;1;0;4;3;485;43873;1;0;60;2;9;57;1364106558;0;4;4;12;0.178571429;14
238;EntryTypeList;0;0;0;1;5;0;1;14;55;16;0;0;6;55;94;2;14;156;79;44029;50;44093;1;8;43957;7;4;28491;13940;107;107;26;26;14;43993;2;16;4;4;35;43831;0;0;48;4;8;35;1364106558;0;0;0;7;1;12
239;EntryTypes;0;0;0;5;2;0;6;5;55;12;1;0;9;28;10;23;9;168;71;44024;47;44007;2;43959;25934;4;6;33970;16072;673;99;30;15;23;44092;7;0;4;4;39;43891;0;0;37;15;17;30;1455726212;0;0;0;7;0;9
240;EntryUtil;0;0;0;1;0;0;2;5;23;5;1;0;1;24;10;19;5;67;26;43936;18;34.3;1;4;43954;3;3;16803;2;696;35;10;10;14;44010;1;0;2;2;35;43893;0;0;13;5;4;15;1447431965;0;3;3;1;0;1
241;ErrorConsoleAction;0;2;0;2;2;0;0;2;33;5;2;0;3;23;6;1;2;95;41;43923;28;32.6;1;5;44046;3;3;42005;43922;146;51;7;7;10;43937;1;0;1;1;5;0.3;0;0;19;2;5;11;1443039555;0;0;0;3;1;6
242;EverythingMatcher;0;0;0;0;0;0;0;0;5;4;1;0;2;5;6;1;3;34;7;0;1;55.9;1;1;1;1;2;0.57;1;298;10;1;1;2;44028;0;0;1;1;5;44013;0;0;1;1;1;4;1455726212;0;0;0;1;0;0
243;ExplicitGroup;1;0;0;1;1;0;0;6;52;17;0;0;9;53;104;12;14;180;81;44057;67;44092;1;15;12114;4;4;27395;24473;493;121;27;27;10;43989;4;0;2;2;10;0.3;0;0;47;6;14;76;1104159179;0;0;0;7;0.4;20
244;ExportComparator;0;1;0;1;0;0;0;1;9;3;1;0;0;6;3;1;3;28;6;0;3;53.6;1;1;1;1;2;0.5;1;43;9;1;1;0;0;1;0;1;1;5;44075;0;0;1;1;1;11;1364106558;0;2;2;0;0;0
245;ExportCustomizationDialog;0;0;0;0;2;5;0;1;57;4;6;0;18;71;6;2;1;198;128;43871;98;43843;3;3;28734;7;5;34700;24504;44;149;19;43960;9;44017;1;0;4;3;256;44017;1;0;84;2;4;58;1364106558;0;0;0;8;0;11
246;ExportFileFilter;0;0;0;1;0;0;0;3;28;9;2;0;1;23;8;2;9;83;32;43963;8;44096;1;8;41306;3;3;19360;43952;45;50;12;12;2;44046;0;0;1;1;5;0.3;0;0;16;0;5;19;1364106558;0;0;0;1;1;1
247;ExportFormat;0;0;4;7;14;14;1;43;150;13;1;4;18;71;52;6;9;381;168;43907;87;33.3;2;43959;43282;17;7;19756;23071;46;217;38;38;82;43948;1;0;13;11;92;43922;2;0;116;3;8;66;1364106558;8;0;8;12;0.428571429;16
248;ExportFormats;0;0;0;1;14;14;1;60;152;11;1;0;14;51;11;13;6;300;117;0;161;43911;2;0.5;88;0;3;27395;0;47;197;31;43966;38;43877;3;0;13;12;145;43953;0;1;104;7;9;92;1161294073;34;0;34;11;0.25;13
249;ExportToClipboardAction;0;0;1;1;7;0;0;40;77;6;0;0;16;60;7;1;3;152;74;44049;63;23;2;43953;44051;7;5;23012;43863;48;98;14;14;16;14;1;0;2;2;17;0.6;0;0;47;2;3;57;1165953462;0;0;0;9;0.6;17
250;ExternalFileMenuItem;0;3;0;4;5;4;0;25;81;5;6;0;10;36;0;4;4;127;64;43963;42;43911;1;4;9;12;5;35431;4;69;84;19;19;10;43992;3;0;4;3;260;43900;1;0;33;4;4;39;1364106558;0;0;0;8;1;11
251;ExternalFileType;0;0;0;0;6;0;3;6;68;23;1;1;3;38;91;42;23;237;97;43900;25;44040;1;22;29983;8;4;27030;26665;70;136;34;34;30;43848;7;0;2;2;11;0.3;0;0;63;10;13;37;1364106558;0;20;20;3;0.857142857;2
252;ExternalFileTypeEditor;0;3;0;3;3;2;4;63;200;21;6;0;19;96;138;7;2;391;191;43984;193;43902;2;5;43995;4;4;24838;20455;71;296;60;10;23;43868;3;0;8;7;280;43864;1;0;142;6;22;55;1364106558;0;0;0;14;0.75;19
253;ExternalFileTypeEntryEditor;0;0;0;0;8;15;0;46;152;13;1;0;12;78;2;5;5;278;181;44024;168;43898;3;5;46600;11;6;43832;44045;72;217;30;15;6;44014;5;0;3;3;36;0.6;0;0;111;6;10;50;1364106558;0;0;0;6;0.842105263;20
254;ExternalFileTypes;0;0;0;2;30;10;1;50;151;12;1;0;10;50;0;26;10;326;102;1;189;43943;1;3;20.67;2;3;17533;12055;73;223;55;55;50;43908;3;0;17;17;163;43923;0;0;129;10;11;8;1453721672;0;15;15;9;0.5;25
255;ExternalTab;0;1;0;1;0;0;0;0;32;7;5;0;12;53;13;1;5;134;80;0;72;43872;1;7;41821;1;3;43922;1;271;94;7;7;0;0;0;0;1;1;5;0.2;0;0;52;0;6;83;1102276261;0;0;0;8;0.571428571;13
256;FetcherPreviewDialog;0;1;0;1;4;0;0;7;129;14;6;0;23;78;59;6;7;319;167;43865;113;43900;6;43954;6;8;5;45689;24473;108;232;38;43989;10;43834;3;34;5;4;280;4;1;0;102;4;18;34;1364106558;0;6;6;8;1;13
257;FieldChange;0;0;0;0;0;12;0;0;41;8;1;0;1;16;0;24;8;109;52;44100;6;43938;1;8;43955;15;5;13547;27426;674;76;32;32;0;0;5;0;1;1;5;0.2;0;0;36;6;8;6;1467121843;0;0;0;8;1;7
259;FieldChangedEvent;0;0;0;0;0;0;0;0;10;4;0;0;3;8;2;5;4;37;16;0;5;44003;1;4;43952;1;2;41275;1;38;21;2;2;4;16;1;0;1;1;5;0.8;0;0;6;3;2;2;1462797354;0;0;0;3;0;4
260;FieldComparator;0;1;0;1;5;12;7;17;95;10;1;0;9;33;33;7;6;190;98;43943;38;43915;2;4;45870;17;4;32509;45748;437;121;48;24;20;43875;3;0;11;11;69;44075;0;0;63;4;7;69;1131425609;2;0;2;10;0.384615385;10
261;FieldComparatorStack;0;1;0;1;1;0;0;0;16;2;1;0;0;7;0;4;2;45;13;43936;1;44.4;1;2;3;3;4;16803;2;438;19;5;5;3;43995;1;0;1;1;5;0.9;0;0;7;2;2;15;1364106558;0;0;0;0;1;0
262;FieldContentParser;0;0;0;0;0;0;0;2;18;4;1;0;3;15;2;3;3;67;22;43955;12;46.3;1;3;3;2;3;44075;12055;432;27;5;5;11;44102;2;0;1;1;5;0.6;0;0;9;4;3;46;1364106558;5;0;5;3;1;2
263;FieldContentSelector;0;1;0;2;3;0;2;3;45;7;4;0;11;54;9;5;2;243;87;43870;49;38.7;3;12086;21033;6;5;44044;31444;109;107;19;19;66;38.2;1;0;9;9;30;0.9;0;0;57;3;3;63;1364106558;0;0;0;5;1;8
264;FieldEditor;0;0;0;0;0;0;0;0;21;23;1;0;1;23;253;25;23;98;30;0;0;40.8;1;23;0;0;1;0.77;0;180;31;0;0;11;43887;20;0;1;1;5;0.5;0;0;0;24;23;24;1364106558;0;0;0;1;0;0
265;FieldEditorFocusListener;0;0;0;0;0;0;0;4;10;3;1;0;2;8;3;3;3;46;16;25;10;39.1;1;2;4;3;3;13881;3;181;23;4;4;1;43865;0;0;1;1;5;0.7;0;0;6;1;2;19;1364106558;0;0;0;2;0;2
266;FieldExtraComponents;0;0;4;4;3;0;2;52;166;30;1;0;33;114;433;1;15;523;246;44082;225;44098;5;44050;31868;6;5;43863;2;178;334;45;45;75;43908;1;23;10;10;163;43983;0;0;166;15;14;31;1450558654;0;0;0;14;0;25
267;FieldFormatterCleanup;0;0;0;0;1;0;0;2;32;9;1;0;4;33;0;12;7;119;54;43969;22;44064;1;9;28550;6;4;44044;44593;445;75;22;22;8;43991;1;0;1;1;5;0.2;0;0;32;2;7;25;1448986608;0;8;8;4;1;8
268;FieldFormatterCleanups;0;0;0;0;15;4;0;18;103;15;1;0;11;65;49;15;10;227;94;0;104;43895;1;0;0;0;2;12785;0;49;167;47;47;12;44018;8;0;5;5;47;0.9;0;0;91;8;13;8;1456580733;3;10;13;11;0.75;8
269;FieldFormatterCleanupsPanel;0;2;1;3;11;0;2;44;153;25;5;0;17;113;212;6;7;326;183;43988;158;43870;5;43925;43956;5;5;29587;34700;165;231;35;43968;11;43955;8;0;3;3;265;44046;0;0;116;8;16;21;1460579183;0;0;0;9;45658;23
270;FieldNameLabel;0;0;1;1;0;0;0;2;11;2;5;0;1;9;1;3;2;50;19;0;8;36;1;2;4;1;2;0.95;1;182;25;2;2;3;44022;2;0;3;3;15;2;0;0;8;2;2;18;1364106558;0;0;0;1;0;0
271;FieldProperties;0;0;0;0;0;0;0;0;2;4;2;0;0;8;4;16;2;30;6;0;1;0;1;0;0;0;1;0.33;0;697;26;0;0;0;0;1;0;2;1;5;0.6;0;1;0;1;0;6;1463996975;0;0;0;0;0;0
272;FieldSetComponent;0;0;0;1;10;10;3;12;147;17;5;1;4;98;18;3;11;367;216;43935;134;44090;1;17;9;13;4;30682;44168;110;265;57;57;28;43991;5;17;8;6;54;0.7;2;0;156;8;17;39;1364106558;0;0;0;4;1;6
273;FieldTextMenu;0;0;1;1;8;0;1;5;54;9;1;0;9;40;24;3;6;117;64;43896;52;43924;1;9;32568;9;4;26299;41671;192;93;20;10;4;43834;2;0;1;1;5;0.2;0;0;35;2;10;53;1364106558;0;0;0;9;1;12
274;FileBasedLock;0;0;0;0;1;0;1;0;16;6;1;0;2;19;13;4;5;75;29;43878;15;33.3;1;4;43955;4;4;26299;45689;654;39;12;12;16;43859;1;0;3;2;35;3;1;0;17;5;4;12;1440073995;0;0;0;1;0.5;0
275;FileDialogs;0;0;0;0;4;15;1;19;125;10;1;0;4;47;45;17;7;209;96;43857;53;43972;1;8;32325;19;4;43832;45748;111;131;43;43;26;43998;6;0;7;7;113;44076;0;0;68;7;9;19;1239733028;0;0;0;4;0;7
276;FileField;0;0;0;0;24;12;3;28;94;8;1;0;2;38;28;15;6;128;74;43914;74;43903;1;7;21033;22;5;12816;31533;698;96;42;42;13;44085;5;0;3;3;57;2;0;0;61;6;7;11;1453642143;0;0;0;1;0;8
277;FileFinder;0;0;0;0;2;0;1;1;16;4;1;0;2;17;6;1;2;43;23;43856;11;43892;1;1;2;0;6;44593;0;655;33;8;8;1;44076;2;0;2;2;35;43954;0;0;18;2;2;17;1440073995;0;0;0;1;0;1
278;FileHistory;0;0;1;1;0;0;0;2;21;6;1;0;1;17;0;2;6;72;27;43841;11;44070;1;6;42767;2;3;14977;43952;656;37;9;9;2;43835;6;0;1;1;5;0.5;0;0;13;7;6;48;1364106558;7;0;7;1;0.75;2
279;FileHistoryMenu;0;1;0;1;0;0;0;7;33;7;7;0;7;45;0;4;4;113;59;44085;44;43941;1;6;12206;5;3;23012;42767;248;73;12;12;5;43927;3;0;3;3;250;43932;0;0;36;4;6;7;1456403810;0;0;0;5;0.666666667;10
280;FileLink;0;0;0;0;3;10;0;13;44;4;1;0;8;23;2;2;3;113;46;43856;17;31.9;1;2;14;13;5;28491;7;555;62;15;15;14;43939;0;0;3;3;25;43891;0;0;26;1;1;30;1364106558;7;0;7;5;0.333333333;5
281;FileLinksCleanup;0;0;0;0;0;0;0;5;17;2;1;0;4;13;1;1;2;49;21;43960;13;34.7;1;1;10;3;3;43466;3;446;26;5;5;2;43837;0;0;1;1;5;0.6;0;0;10;1;1;6;1450622804;4;0;4;6;0;5
282;FileLinksUpgradeWarning;0;0;0;0;13;2;2;26;100;9;1;0;19;66;24;1;3;264;123;43906;101;43977;1;8;27668;9;5;43923;4;670;162;36;36;41;43881;0;0;4;4;51;1;0;0;90;1;7;58;1364106558;0;0;0;14;0.4;38
283;FileListEditor;0;2;1;3;23;12;10;26;207;48;5;0;42;169;882;9;24;579;258;0;326;43841;3;1;62.33;0;6;20149;0;183;448;74;37;35;43868;3;0;5;5;70;0.5;0;0;218;4;31;108;1173045766;0;0;0;26;0.7;57
284;FileListEditorTransferHandler;0;1;0;1;3;10;0;0;63;9;2;1;13;44;22;2;5;168;81;16;36;44066;1;7;20972;10;7;33970;4;184;105;22;22;17;44087;0;0;2;2;16;0.5;0;0;46;0;5;39;1364106558;0;0;0;4;1;1
285;FileListEntry;0;0;0;0;0;0;0;0;20;6;1;0;1;19;0;30;5;60;24;0;15;30;1;6;24473;1;2;44197;1;112;32;7;7;1;3;7;0;4;4;35;43985;0;0;10;8;6;14;1364106558;0;6;6;1;0;1
286;FileListEntryEditor;0;0;0;0;27;10;5;43;208;23;1;0;26;116;167;10;9;385;236;43992;183;43931;5;43865;41852;26;9+;44256;16497;113;294;51;43976;21;44018;6;0;6;6;52;0.6;0;0;146;7;12;84;1173045766;0;0;0;13;0.727272727;18
287;FileListTableModel;0;1;0;1;11;0;0;17;81;18;2;0;8;60;63;29;15;237;105;20;58;43943;1;16;43955;6;6;43497;43497;114;151;41;41;26;44026;4;0;2;2;15;0.3;0;0;71;10;16;42;1364106558;0;13;13;7;1;19
288;FileNameCleaner;0;0;0;0;0;0;1;0;8;4;1;0;0;11;4;2;2;66;15;20;8;47;1;2;43955;4;4;31778;43953;657;30;4;4;8;43851;0;0;2;2;35;44077;0;0;8;2;2;16;1364106558;0;0;0;0;1;0
289;FileSortTab;0;2;0;2;0;0;0;1;31;7;5;0;8;38;3;2;5;129;72;43865;52;43847;2;3;30498;4;4;20090;43952;272;85;8;8;5;43987;0;0;2;2;10;0.4;0;0;44;0;5;35;1438249769;0;0;0;5;0.666666667;12
290;FileTab;0;1;1;2;1;7;0;4;94;7;5;0;12;76;3;1;5;310;204;0;238;43838;1;2;77.5;1;3;23743;1;273;246;18;18;8;43833;0;0;1;1;5;0.1;0;0;166;0;5;77;1194541352;0;0;0;8;0.512195122;22
291;FileUpdateListener;0;0;0;0;0;0;0;0;3;2;1;0;0;2;1;4;2;30;4;0;0;70;1;2;0;0;1;0.5;0;23;5;0;0;2;44010;1;0;1;1;5;43893;0;0;0;3;2;6;1364106558;0;0;0;0;0;0
292;FileUpdateMonitor;0;0;0;0;5;0;2;5;74;12;1;0;4;38;0;5;8;241;110;43965;44;27;2;8;25294;6;6;12816;43984;24;145;40;20;30;43847;4;0;7;6;45;1;1;0;71;13;15;51;1091903733;0;0;0;2;1;8
293;FileUpdatePanel;0;2;0;2;0;0;0;0;20;6;0;0;8;28;3;1;6;123;46;43863;22;34.1;1;6;43954;2;3;42005;42736;25;61;7;7;18;44065;2;0;4;4;20;43831;0;0;21;3;6;30;1364106558;0;0;0;8;0.75;9
294;FileUtil;0;0;0;2;31;4;3;45;185;15;1;0;17;105;97;32;12;410;183;43855;132;44071;2;5;43869;11;6;41671;44016;658;244;83;83;72;44065;2;0;7;7;120;43983;0;0;139;12;13;47;1440073995;9;0;9;13;0.444444444;15
295;FindFullText;0;0;0;0;1;0;0;10;26;5;1;0;15;35;2;2;3;63;31;0;38;43841;1;1;16;0;2;41275;0;483;45;10;10;5;10;3;0;1;1;5;0.4;0;0;21;4;3;54;1364106558;0;0;0;12;1;6
296;FindFullTextAction;0;0;0;0;0;0;0;5;31;6;0;0;16;41;0;1;4;103;56;43837;40;43940;1;5;43867;5;5;44076;2;74;71;8;8;3;43834;1;0;3;3;5;0.2;0;0;29;2;4;40;1364106558;0;0;0;6;1;16
297;FindUnlinkedFilesDialog;0;6;1;9;14;14;1;77;433;42;6;0;34;221;671;13;1;1222;564;43835;453;44095;10;43924;44177;10;5;43892;44076;115;768;101;43881;169;18;9;0;20;11;825;43985;9;0;402;11;34;85;1291023481;0;13;13;16;0.9375;29
298;FirstColumnComparator;0;1;0;1;2;0;0;0;15;3;1;0;5;9;1;1;3;51;20;10;10;43950;1;2;5;3;3;45658;2;313;26;4;4;0;0;2;0;1;1;5;0.6;0;0;10;2;2;29;1364106558;0;0;0;3;1;7
299;FirstPage;0;0;0;0;0;0;0;0;9;2;1;0;1;4;1;2;2;41;11;43917;1;51.2;1;1;7;4;3;23377;4;556;16;6;6;3;44058;0;0;1;1;5;1;0;0;6;1;1;13;1364106558;0;0;0;1;0;0
300;FocusRequester;0;0;0;0;0;0;1;0;13;3;1;0;2;11;0;17;2;44;15;44018;5;34.1;1;2;3;2;3;41275;43952;311;20;3;3;0;0;2;0;2;1;5;0.8;1;0;6;2;2;17;1364106558;0;0;0;0;1;0
301;FontSelectorDialog;0;0;1;2;6;0;1;16;100;15;6;0;4;78;69;3;2;365;160;0;145;43889;2;0.5;113;0;3;43984;0;274;207;24;12;61;44065;2;0;4;4;265;43894;0;0;127;3;6;42;1068243487;0;0;0;2;1;6
302;FormatNameFunction;0;0;0;0;2;0;0;9;35;2;1;0;8;17;0;1;2;83;31;43846;14;38.6;1;2;43961;8;4;28126;43955;7;39;11;11;12;43974;1;0;3;3;30;43984;0;0;20;2;2;16;1364106558;0;0;0;7;1;6
303;FormatPagesForHTML;0;0;0;0;0;0;0;0;5;2;1;0;1;4;1;1;2;26;5;0;1;57.7;1;1;1;1;2;0.6;1;557;8;1;1;0;0;1;0;1;1;5;43832;0;0;1;1;1;12;1364106558;0;0;0;1;0;0
304;FormatPagesForXML;0;0;0;0;0;0;0;0;5;2;1;0;1;4;1;1;2;26;5;0;1;57.7;1;1;1;1;2;0.6;1;558;8;1;1;0;0;1;0;1;1;5;43832;0;0;1;1;1;12;1364106558;0;0;0;1;0;0
305;Formatter;0;0;0;0;0;0;0;4;6;7;1;0;0;9;21;36;7;74;12;44028;0;64.9;1;12;0;0;3;13150;0;454;18;5;5;22;55;0;0;1;1;5;0.9;0;0;4;8;7;9;1446048690;0;0;0;0;0;0
306;Formatters;0;0;0;4;0;0;0;0;7;2;1;0;20;26;1;3;1;83;32;0;10;43909;1;0;0;0;2;0.33;0;455;58;0;0;0;0;1;0;3;2;35;2;0;1;3;1;0;2;1462005728;0;0;0;21;0;0
307;FreeCiteImporter;0;1;0;2;6;14;0;70;142;8;0;0;16;66;26;4;7;246;137;43968;110;44091;2;3;16.67;36;9+;44015;30468;387;176;43;43;27;43903;1;0;12;11;101;44075;1;0;91;2;6;51;1364106558;10;0;10;9;0.2;14
308;FromAuxDialog;0;1;0;1;4;0;1;17;99;9;6;0;15;88;20;2;3;276;165;43985;141;43876;3;24532;26908;6;4;23377;26665;162;192;17;43959;10;5;4;0;2;2;245;43894;0;0;106;4;8;65;1098221931;0;0;0;9;0.928571429;19
309;FullTextFinder;0;0;0;0;0;0;0;0;2;1;1;0;1;1;0;9;1;25;7;0;0;52;1;1;0;0;1;0.14;0;484;9;0;0;8;47.1;0;0;1;1;5;44075;0;0;0;2;1;15;1364106558;0;0;0;1;0;0
310;GeneralFetcher;0;2;1;3;0;0;1;37;98;16;0;0;27;106;58;3;6;323;155;0;184;44088;1;0;0;0;2;18994;0;369;234;27;9;33;43933;2;0;11;8;55;0.8;3;0;133;2;9;77;1144273285;0;0;0;18;0.5;33
311;GeneralRenderer;0;0;0;0;0;0;0;5;41;6;6;2;0;17;11;6;5;108;48;44063;22;44012;1;6;12175;7;4;43863;24504;289;64;14;14;12;44058;1;0;2;2;245;44055;0;0;28;4;6;26;1364106558;0;0;0;0;0;0
312;GeneralTab;0;1;0;2;6;3;1;15;101;6;5;0;13;71;0;2;5;297;195;0;247;44018;2;1;71.5;1;3;22647;1;275;241;14;7;5;2;1;0;4;3;255;43954;1;0;150;1;6;120;1068408163;0;0;0;9;0.477272727;19
313;GenFieldsCustomizer;0;0;0;1;2;0;0;33;93;8;6;0;15;72;8;2;1;192;122;0;121;43930;2;1;38;1;3;25204;1;117;151;14;14;3;44075;2;0;4;4;247;43956;0;0;80;2;5;60;1364106558;0;0;0;9;0.736842105;17
314;GetOpenOfficeType;0;0;0;0;0;12;0;0;30;2;1;0;1;4;1;3;2;98;33;42.4;14;44.9;1;1;29;15;3;44228;15;559;50;29;29;21;44011;0;41;3;3;64;43894;0;0;29;1;1;14;1364106558;0;0;0;1;0;0
315;GlobalFocusListener;0;0;0;0;0;0;0;0;14;5;1;0;0;8;4;10;5;46;15;44018;2;34.8;1;4;1;2;3;0.93;45658;118;23;4;4;1;43865;2;0;1;1;5;0.7;0;0;4;2;3;14;1364106558;0;0;0;0;1;0
316;GlobalLabelPattern;0;0;0;0;0;0;0;0;5;2;0;0;2;4;1;4;2;27;5;0;1;55.6;1;1;1;1;2;0.6;1;518;8;1;1;0;0;1;0;1;1;5;43832;0;0;1;1;1;7;1456089841;1;5;6;2;0;1
317;Globals;0;0;0;5;0;0;2;4;44;10;1;0;12;25;33;286;9;130;56;43985;14;44039;1;8;41306;2;3;41640;45658;405;68;7;7;19;44064;8;0;9;6;67;43893;0;3;17;9;5;279;1066683406;0;244;244;12;0.8;8
318;GlobalSearchWorker;0;0;0;0;0;0;0;7;22;3;0;0;8;21;0;1;3;51;26;44046;17;44025;1;3;3;2;3;43922;12055;291;35;4;4;5;43963;0;0;1;1;5;0.5;0;0;9;0;3;9;1447710738;0;0;0;7;1;10
319;GoogleScholar;0;0;0;0;2;0;0;7;26;3;1;0;9;27;1;2;2;63;33;43842;21;44089;1;1;15;5;5;18994;5;485;43;6;6;8;44027;0;0;4;4;5;0.4;0;0;15;1;1;13;1459518708;0;0;0;2;1;2
320;GoogleScholarFetcher;0;0;0;0;25;4;1;63;193;16;1;0;14;77;76;1;10;331;185;44059;114;44087;1;14;41883;11;7;43923;25993;370;243;57;57;28;43900;1;0;8;8;60;0.8;0;0;126;1;14;58;1364106558;7;0;7;10;1666666667;22
321;GrammarBasedSearchRule;0;0;0;0;3;0;0;24;136;10;1;0;20;28;25;4;8;259;136;43963;68;44024;5;43925;13210;6;5;43923;41671;637;185;62;43933;14;7;14;0;2;2;15;0.3;0;0;72;15;22;21;1438262128;0;0;0;6;0.833333333;4
