;Class;findbugsScary;findbugsBadPractice;findbugsStyle;findbugsAll;pmdPriority;pmdCodeSize;pmdDesign;pmdCoupling;pmdAll;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM;Lines;Statements;X..Branches;Calls;X..Comments;Classes;Methods.Class;Avg.Stmts.Method;Max.Complexity;Max.Depth;Avg.Depth;Avg.Complexity;ID;ncloc;complexity;class_complexity;comment_lines;comment_lines_density;public_undocumented_api;duplicated_lines;violations;code_smells;sqale_index;sqale_debt_ratio;bugs;vulnerabilities;statements;public_api;functions;Commits;CreationTime;Source;Target;Total;DAC;LD;MPC
601;RightClickMenu;0;0;0;0;2;10;5;19;104;14;5;0;35;88;47;8;5;316;144;0.7;233;43840;4;0.75;33.33;0;7;44015;0;249;237;41;43971;13;43866;2;0;11;10;185;43984;0;1;116;3;12;137;1067883004;0;0;0;26;1;50
602;RisAuthors;0;0;0;0;0;0;0;1;15;3;1;0;3;9;0;1;3;49;20;15;8;44012;1;2;6;4;4;44013;43953;580;28;5;5;0;0;1;0;1;1;5;0.6;0;0;12;1;1;15;1364106558;2;0;2;3;0.5;1
603;RisImporter;0;0;0;0;19;17;1;80;187;7;0;0;7;55;19;4;6;278;181;37.6;141;44053;1;5;32;87;9+;24563;44000;401;228;83;83;13;43926;0;20;10;10;178;43984;0;0;152;1;5;76;1364106558;2;0;2;7;0.25;6
604;RisKeywords;0;0;0;0;3;0;0;2;17;2;1;0;3;11;1;2;2;43;18;44028;7;34.9;1;1;12;4;4;28491;4;581;24;5;5;0;0;1;0;1;1;5;0.7;0;0;13;1;1;16;1364106558;2;0;2;3;0;1
605;RisMonth;0;0;0;1;0;0;1;1;11;2;1;0;3;6;1;2;2;37;12;25;3;40.5;1;1;7;4;3;43952;4;582;17;6;6;0;0;1;0;1;1;5;1;0;0;6;1;1;15;1364106558;0;0;0;3;0;2
606;RtfCharMap;0;1;0;1;0;2;0;0;5;1;3;0;0;3;0;1;1;256;226;0;222;79.3;1;1;222;1;2;35431;1;662;228;1;1;203;47.1;2;0;2;2;10;0.1;0;0;222;2;1;8;1455366690;0;0;0;0;0;0
607;RTFChars;0;0;0;0;35;14;1;5;101;4;1;0;5;30;4;2;2;217;113;34.5;68;24;1;2;50.5;45;7;43191;43977;573;143;45;45;27;44089;0;17;16;16;298;44080;0;0;93;1;2;43;1105657490;3;0;3;4;0.4;2
608;RtfSelection;0;0;0;1;0;0;0;0;21;5;1;0;2;13;0;1;4;69;31;44021;10;44033;1;4;43954;3;3;12785;2;57;43;10;10;0;0;0;0;1;1;5;0.4;0;0;13;0;3;14;1364106558;0;0;0;0;1;0
609;SaveAllAction;0;0;0;0;0;0;0;3;14;3;0;0;12;18;0;1;3;76;35;43990;22;44009;1;3;12175;4;5;12420;2;58;44;6;6;3;43927;0;0;2;2;5;0.4;0;0;16;2;3;31;1364106558;0;0;0;10;0.666666667;16
610;SaveDatabaseAction;0;0;0;0;3;12;2;89;177;15;0;0;36;122;0;2;9;426;218;44002;201;43942;1;15;19664;17;8;26330;13271;59;295;60;60;59;44028;2;16;14;14;137;43952;0;0;155;5;9;89;1187903892;0;0;0;17;0.545454545;99
613;SaveException;0;1;0;1;0;0;0;0;28;10;3;0;2;13;0;11;9;85;38;43895;10;43943;1;9;44593;3;3;17168;44562;60;53;10;10;2;43985;6;0;3;3;35;43863;0;0;19;7;7;23;1364106558;0;0;0;2;1;2
614;SaveOrderConfig;0;0;0;0;2;0;1;39;115;14;1;0;2;42;0;8;13;219;130;43962;90;43986;2;10;44078;10;4;43863;44075;451;171;40;20;6;43924;17;0;7;7;50;1;0;0;93;19;20;25;1438215462;40;5;45;2;0;10
615;SaveOrderConfigDisplay;0;0;0;1;0;0;0;37;66;7;1;0;7;36;7;3;5;126;79;0;69;44085;1;7;7;1;2;15342;1;129;88;6;6;0;0;5;0;2;2;13;0.5;0;0;49;5;6;6;1452519945;0;0;0;4;0.875;3
616;SavePreferences;0;0;1;1;3;0;0;2;67;16;1;0;4;23;16;10;16;122;71;43865;18;0;2;8;20486;4;4;21186;43466;61;101;12;6;0;0;12;0;1;1;5;0.2;0;0;40;12;10;7;1452432428;20;0;20;4;0.538461538;10
617;SaveSession;0;0;0;0;1;10;4;0;71;12;1;0;9;42;22;9;9;202;95;44058;36;43888;2;43956;44079;12;7;32509;16469;62;123;28;28;31;43850;4;0;7;7;71;44075;0;0;51;5;6;50;1364106558;5;0;5;8;0.666666667;6
618;ScienceDirect;0;0;0;0;3;0;3;19;44;4;1;0;19;40;0;2;2;103;54;13;34;43912;1;2;43965;5;6;33239;43955;488;68;11;11;5;44049;0;0;3;3;25;43862;0;0;27;1;2;16;1459518708;0;0;0;3;3;2
619;ScienceDirectFetcher;0;0;1;1;5;0;0;13;50;9;1;0;10;42;30;0;6;154;74;43873;30;43879;1;7;31533;6;4;26299;15738;378;103;20;20;6;43956;0;0;3;3;20;0.6;0;0;41;1;7;41;1364106558;3;0;3;7;2666666667;7
620;SearchBar;0;3;0;3;3;2;0;25;104;27;5;0;35;133;235;6;4;382;219;44049;200;43995;2;11;26816;5;5;25204;29952;294;260;37;37;19;44049;0;0;1;1;5;0.1;0;0;148;4;16;56;1442051540;0;0;0;21;0.653846154;38
621;SearchDescriber;0;0;0;0;0;0;0;0;2;1;1;0;0;1;0;4;1;8;3;0;0;0;1;1;0;0;1;0.33;0;644;5;0;0;0;0;2;0;1;1;5;43893;0;0;0;2;1;6;1455726212;0;0;0;0;0;0
622;SearchDescribers;0;0;0;0;0;0;1;5;18;2;1;0;8;15;1;1;2;35;18;43883;9;20;1;1;11;5;3;24473;5;645;21;8;8;4;16;1;0;2;2;35;43987;0;0;10;2;1;7;1455726212;0;0;0;7;0;7
623;SearchFixDuplicateLabels;0;0;1;1;5;0;0;11;47;4;0;0;12;44;0;1;4;122;59;22;53;44066;1;4;43960;8;6;15373;43955;235;79;16;16;12;43874;1;0;3;3;25;43831;0;0;40;2;4;44;1364106558;0;0;0;9;1;25
624;SearchForUpdateAction;0;0;0;0;0;0;0;0;6;2;2;0;2;5;1;1;2;35;10;0;3;42.9;1;2;1;1;2;0.6;1;156;14;2;2;0;0;2;0;1;1;5;43862;0;0;2;2;2;1;1467115803;0;0;0;2;0;2
625;SearchGroup;0;0;0;0;3;0;0;11;67;20;0;0;11;56;158;6;18;206;86;14;87;43939;1;16;45717;6;4;26299;27395;500;139;34;34;13;43990;3;12;6;5;36;0.9;0;1;49;6;18;75;1364106558;5;0;5;10;0.4;28
626;SearchMatcher;0;0;0;0;0;0;0;0;7;1;1;0;1;1;0;12;1;34;7;0;2;55.9;1;1;1;1;2;0.57;1;299;10;1;1;2;44028;0;0;1;1;5;44013;0;0;1;1;1;23;1364106558;0;0;0;1;0;0
634;SearchMode;0;0;0;0;0;0;0;0;6;6;2;0;1;10;9;2;4;31;13;0;6;44021;1;3;12055;1;2;44044;1;295;21;1;1;1;43955;0;0;1;1;5;0.8;0;0;4;1;1;8;1442051540;0;0;0;0;0;0
635;SearchQuery;0;0;0;0;0;0;1;0;26;18;1;0;9;27;143;12;11;118;68;44054;37;0;1;18;32509;3;3;16803;16072;628;96;26;26;0;0;6;0;1;1;5;0.2;0;0;30;6;14;15;1447759480;0;0;0;9;2;7
636;SearchQueryHighlightListener;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;7;1;37;5;0;0;73;1;1;0;0;1;0.2;0;629;7;0;0;5;41.7;0;0;1;1;5;43923;0;0;0;2;1;3;1450787031;0;0;0;0;0;0
637;SearchQueryHighlightObservable;0;0;0;0;4;0;0;1;33;9;1;0;3;38;2;7;7;116;50;20;40;43854;1;6;24532;4;3;23377;2;630;67;22;22;16;43909;4;0;1;1;5;0.2;0;0;31;7;8;9;1450787031;0;0;0;3;1;8
638;SearchResultsDialog;0;0;0;0;11;8;1;73;233;22;1;0;38;95;161;8;4;512;227;0;253;44058;3;1;47;1;5;28887;1;296;374;74;43969;46;11;2;13;11;11;92;0.8;0;0;165;6;18;94;1364106558;0;0;0;18;0.8125;13
639;SearchRule;0;0;0;0;0;0;0;0;4;2;1;0;1;2;1;6;2;36;5;0;0;72.2;1;2;0;0;1;0.4;0;639;6;0;0;0;0;3;0;1;1;5;44045;0;0;0;3;2;22;1364106558;0;0;0;1;0;0
640;SearchRules;0;0;0;0;0;0;1;0;10;3;1;0;4;8;3;1;2;27;13;44073;5;43969;1;2;43955;3;3;31048;3;640;18;8;8;3;43904;1;0;2;2;35;43957;0;0;7;2;2;6;1455726212;0;0;0;4;0;4
641;SearchWorker;0;0;0;0;3;0;0;21;48;7;2;0;13;46;9;1;0;103;59;22;46;44020;1;4;27607;9;4;25204;43954;297;73;15;15;7;44051;0;0;1;1;5;0.2;0;0;33;0;4;27;1442051540;0;0;0;7;0.5;17
642;SendAsEMailAction;0;0;0;0;7;12;0;26;75;4;0;0;14;42;0;1;3;145;76;43874;47;43909;1;3;16.33;11;5;29587;12145;324;95;19;19;9;44020;1;0;3;3;30;43831;0;0;49;2;3;60;1313142467;0;0;0;10;0.6;19
643;SentenceAnalyzer;0;0;0;0;5;4;0;10;31;2;1;0;0;11;0;4;2;57;33;43917;16;43902;1;2;12;13;6;31079;7;641;42;12;12;7;43904;3;0;4;4;36;44076;0;0;23;3;2;9;1455726212;0;0;0;0;0;0
644;SentenceCaseFormatter;0;0;0;0;0;0;0;4;13;6;1;0;5;17;15;4;6;41;16;0;9;43897;1;5;43922;1;2;43466;1;473;28;5;5;1;43924;1;0;1;1;5;0.6;0;0;7;1;5;3;1459521143;0;0;0;4;0;6
645;SidePane;0;0;0;0;1;0;0;2;26;5;5;0;1;26;2;2;5;108;49;43834;23;44099;1;5;43987;3;3;17899;43922;130;61;6;6;9;44086;2;0;3;3;12;0.7;0;0;29;3;4;35;1364106558;0;0;0;1;1;1
646;SidePaneComponent;0;0;0;0;0;0;2;0;27;13;0;4;10;40;64;11;7;118;47;0;52;44096;1;1;31;0;2;43922;0;131;66;9;9;6;43898;4;0;1;1;5;0.3;0;0;33;7;10;46;1364106558;0;0;0;5;1;7
647;SidePaneManager;0;0;0;1;5;2;16;28;142;25;1;0;12;86;120;12;15;280;148;43999;103;43963;2;11;23468;7;5;44137;43132;132;196;44;22;13;43867;14;0;1;1;5;0.1;0;0;98;15;21;65;1364106558;0;0;0;7;0.6;15
648;SilverPlatterImporter;0;0;0;1;12;17;1;85;171;7;0;0;4;40;19;4;6;205;121;43858;107;43996;1;5;43941;33;8;43865;43869;402;157;40;40;13;43989;0;39;9;9;143;3;0;0;102;1;5;51;1364106558;0;0;0;4;0.5;4
649;SimpleUrlDragDrop;0;0;0;0;1;0;0;1;26;7;1;0;5;20;17;1;6;128;46;43957;15;39.1;1;6;3;4;3;42005;43952;179;62;9;9;18;43973;0;34;2;2;25;43891;0;0;15;0;6;20;1102022950;0;0;0;4;1;3
650;SortTabsAction;0;0;0;1;2;0;2;2;25;4;0;0;4;23;4;1;4;61;24;43898;16;32.8;1;3;12114;3;3;44044;24473;157;32;5;5;3;43990;1;0;1;1;5;0.5;0;0;12;2;3;24;1364106558;0;0;0;4;1;7
651;SpecialField;0;0;0;0;8;4;0;6;49;14;1;6;5;31;79;15;11;102;48;43931;25;44002;1;8;32174;12;3;16072;43953;714;59;23;23;6;43870;11;0;3;3;25;43922;0;0;24;11;11;14;1364106558;10;0;10;2;1;3
652;SpecialFieldAction;0;0;0;0;2;0;0;10;43;3;1;0;10;24;0;3;2;89;43;43906;23;44036;1;2;13;10;5;41671;43956;715;57;10;10;4;43988;1;0;3;2;10;0.6;0;1;24;2;2;24;1364106558;0;0;0;6;1;12
653;SpecialFieldDatabaseChangeListener;0;0;0;1;0;0;0;0;12;3;1;0;5;9;3;1;3;49;17;44054;6;38.8;1;2;43954;2;3;45292;2;716;23;4;4;4;44057;3;0;2;2;7;1;0;0;7;3;2;21;1364106558;0;0;0;5;0;5
654;SpecialFieldDropDown;0;0;0;0;1;0;1;0;44;2;1;0;5;22;1;1;2;112;60;5;39;43934;2;43952;12389;2;5;11720;43952;717;76;8;44014;0;0;2;0;2;2;35;43952;0;0;36;2;5;10;1364106558;0;0;0;4;0;3
655;SpecialFieldMenuAction;0;0;0;0;0;0;0;1;12;2;2;0;3;8;0;3;2;40;13;0;6;37.5;1;2;2;1;2;0.92;1;718;17;2;2;0;0;2;0;1;1;5;1;0;0;4;2;2;8;1364106558;0;0;0;2;1;5
656;SpecialFieldsUtils;0;0;0;0;8;0;1;11;126;14;1;0;16;50;91;7;7;211;81;0;103;43884;1;1;42;0;2;12785;0;721;131;34;34;20;43874;2;0;3;3;49;43862;0;0;62;7;9;34;1364106558;13;19;32;13;0;32
657;SpecialFieldUpdateListener;0;0;0;1;2;0;0;12;27;6;1;0;8;20;15;1;3;70;26;43936;16;38.6;1;3;5;4;5;32143;12114;719;35;5;5;10;43883;2;0;2;2;7;0.7;0;0;13;3;2;19;1364106558;0;0;0;2;0;2
658;SpecialFieldValue;0;0;0;0;0;0;0;3;35;10;1;0;4;19;23;16;10;122;45;43925;11;43946;1;10;43832;2;3;13881;43862;720;66;12;12;13;43967;10;0;2;2;10;0.5;0;0;21;11;10;15;1364106558;0;24;24;4;1;3
659;SpecialMainTableColumns;0;0;0;0;1;0;1;33;83;4;1;0;15;27;6;1;3;205;81;43928;81;43899;7;1;26085;3;6;20121;43863;246;152;36;36;11;44018;1;0;5;5;95;43832;0;0;49;3;2;19;1449153542;0;0;0;11;0;11
660;SpringerFetcher;0;0;0;0;6;10;0;16;61;7;1;0;16;38;17;1;6;142;79;43967;42;43992;1;5;44052;14;7;29983;43985;379;111;19;19;2;44044;1;0;7;6;70;43832;1;0;46;1;5;19;1446669073;3;0;3;7;1;8
661;SpringerLink;0;0;0;0;1;0;0;13;27;3;1;0;14;27;1;2;2;75;34;44051;25;43919;1;1;14;4;5;43952;4;489;43;4;4;4;43959;0;0;1;1;5;0.4;0;0;13;1;1;14;1459518708;0;0;0;3;1;3
662;SQLUtil;0;0;0;5;4;0;0;10;63;14;1;0;6;55;77;8;9;237;85;20;59;40.9;1;13;11383;3;5;36161;31048;731;117;31;31;48;43859;0;0;2;2;7;0.2;0;0;57;10;13;41;1364106558;0;0;0;3;1;8
663;StreamEavesdropper;0;0;0;4;0;0;0;0;21;6;1;0;1;13;3;3;6;65;26;0;13;44073;1;6;2;1;2;11324;1;452;33;6;6;3;43898;6;0;4;4;30;3;0;0;12;7;6;4;1438214712;0;0;0;1;0;2
664;StringAddChange;0;1;0;1;0;0;0;2;27;4;0;0;12;27;0;1;3;80;37;43838;33;20;1;3;12175;4;3;44562;2;30;50;6;6;1;2;0;0;1;1;5;0.3;0;0;14;0;3;35;1364106558;12;0;12;10;1;14
665;StringChange;0;2;0;2;0;0;0;1;41;4;0;0;13;28;0;1;3;106;62;43901;52;16;1;3;12;6;4;24838;12114;31;74;7;7;2;43984;0;0;2;2;13;0.6;0;0;32;0;3;36;1364106558;14;0;14;11;1;15
666;StringDialog;0;2;0;4;2;0;0;18;171;14;6;0;25;78;59;11;4;485;280;44082;235;43927;11;23408;12571;11;6;13181;33970;133;366;61;44049;16;43865;3;0;7;7;296;44014;0;0;175;3;26;101;1364106558;0;0;0;23;0.8;24
667;StringInt;0;1;0;1;0;0;0;0;8;1;1;0;0;2;0;4;1;67;7;0;0;79.1;1;1;2;1;2;1;1;526;9;1;1;23;71.9;0;0;2;2;15;43987;0;0;2;4;1;19;1364106558;0;0;0;0;0;0
668;StringLengthComparator;0;1;0;1;0;0;0;0;9;3;1;0;0;5;3;3;3;16;9;43883;4;0;1;1;5;3;3;16072;3;663;13;5;5;0;0;1;0;1;1;5;43891;0;0;5;1;1;1;1449003619;0;0;0;0;0;0
669;StringNameChange;0;2;0;2;0;0;0;2;38;4;0;0;12;26;0;1;3;97;51;44054;24;44000;1;3;9;7;4;20821;3;32;63;7;7;3;43955;0;0;1;1;5;0.3;0;0;24;0;3;32;1364106558;13;0;13;10;1;14
670;StringRemoveChange;0;3;0;3;0;0;0;1;29;4;0;0;10;24;0;1;3;74;34;44076;23;23;1;3;12145;2;3;44166;12055;33;43;4;4;2;43925;0;0;1;1;5;0.4;0;0;12;0;3;32;1364106558;11;0;11;8;1;11
671;StringUtil;0;0;0;1;96;18;4;55;321;29;1;0;3;86;400;35;26;656;279;44068;171;32.6;1;27;31260;15;7;16834;15097;664;372;169;169;135;44008;6;0;20;18;244;43863;2;0;239;26;27;58;1440073995;7;4;11;2;0.75;1
672;StyleLoader;0;0;0;0;4;0;0;3;67;9;1;0;5;44;0;4;5;158;88;17;50;44029;1;8;45839;5;5;44076;32174;614;112;26;26;11;44082;5;0;1;1;5;0.1;0;0;57;6;8;11;1459277251;0;2;2;3;0.777777778;12
673;StyleSelectDialog;0;0;0;1;9;3;1;66;221;37;1;0;45;165;532;6;4;557;355;11;311;43899;8;41365;43897;8;5;41671;43953;262;426;68;17;27;6;4;0;3;3;255;2;0;0;225;4;20;82;1364106558;0;0;0;16;0.913043478;24
674;SynchronizeFileField;0;1;1;2;9;14;9;66;207;4;0;0;24;77;0;1;4;410;245;44026;215;43873;3;24532;15.64;29;9+;12844;43191;77;316;45;43973;33;43960;4;0;14;13;370;44077;1;0;164;5;9;94;1180189054;0;0;0;20;0.615384615;70
675;TableColumnsTab;0;2;1;6;58;24;2;61;388;18;5;0;23;122;89;9;5;811;470;43867;465;7;3;12206;13.63;15;6;25204;43525;284;646;121;43934;36;43895;1;0;10;8;117;0.6;1;1;384;1;22;103;1102282621;0;0;0;17;0.617021277;28
676;TablePrefsTab;0;1;0;2;0;5;0;14;82;9;5;0;8;68;6;1;5;317;218;43927;224;11;1;9;19;10;4;29952;3;285;241;17;17;10;4;0;0;3;3;21;0.3;0;0;168;0;5;98;1364106558;0;0;0;5;0.517241379;12
677;TagToMarkedTextStore;0;0;0;0;1;0;0;0;29;4;1;0;1;19;0;2;4;113;40;15;17;31.9;2;43954;41699;4;5;32143;31413;265;54;11;43956;7;43962;3;0;1;1;5;0.3;0;0;22;6;6;18;1364106558;0;0;0;1;1;4
678;TeeStream;0;1;0;2;0;0;0;0;13;3;4;0;0;6;0;1;3;50;15;44018;5;42;1;3;24504;2;3;17168;12055;453;22;4;4;4;43936;1;0;2;2;15;43892;0;0;7;2;3;4;1438214712;0;0;0;0;1;0
679;TextArea;0;1;0;1;0;0;1;0;34;18;0;0;10;44;137;4;18;160;48;0;45;43935;1;1;30;0;2;12785;0;188;103;14;14;6;43956;1;54;2;2;25;0.8;0;0;31;2;13;13;1440675186;0;0;0;9;0.333333333;6
680;TextField;0;1;0;1;0;0;1;10;58;22;6;0;15;62;209;5;18;218;97;43868;54;43997;3;12236;16469;5;6;23012;43952;189;146;27;27;17;43931;1;102;5;5;295;44018;0;0;49;2;17;20;1440675186;0;0;0;11;0.666666667;10
681;TextInputDialog;1;4;0;5;7;3;1;63;288;29;6;0;38;203;256;9;2;775;375;0.3;414;44056;3;24473;44066;2;4;45658;43862;266;552;65;43957;71;43932;3;0;12;9;527;43864;3;0;285;3;32;114;1364106558;0;0;0;28;0.923076923;63
682;TextPrefixFunction;0;0;0;0;0;0;0;6;23;2;1;0;6;11;0;1;2;71;23;13;11;42.3;1;2;43958;4;3;27030;43953;9;30;8;8;12;44010;1;0;2;2;25;44045;0;0;15;2;2;12;1364106558;0;0;0;5;1;4
683;TimeStamp;0;0;0;0;0;0;1;3;11;4;1;0;5;10;4;1;3;31;15;0;6;44086;1;2;2;2;2;0.73;43952;653;19;3;3;2;43960;2;0;2;2;35;43836;0;0;4;3;2;3;1458818056;11;0;11;6;0.2;4
684;Title;0;0;0;0;0;0;0;12;22;5;1;0;3;20;4;5;5;57;21;43960;21;31.6;1;5;44044;2;3;45292;43922;474;30;8;8;1;43864;3;0;1;1;5;0.6;0;0;9;4;4;2;1446127542;0;0;0;2;1;1
685;TitleCaseFormatter;0;0;0;0;0;0;0;19;28;6;1;0;6;23;15;4;6;53;22;43839;24;43930;1;5;43984;3;4;20090;43922;475;36;7;7;3;44019;1;0;1;1;5;0.5;0;0;13;1;5;2;1459521143;0;0;0;3;0;9
686;TitleParser;0;0;0;0;18;0;1;4;40;5;1;0;2;20;4;1;2;79;43;43906;27;44046;1;2;43967;5;5;32143;43955;476;56;12;12;1;44044;1;0;2;2;25;43952;0;0;33;2;4;3;1446127542;0;0;0;1;1;1
687;ToLowerCase;0;0;0;1;0;0;1;0;6;2;1;0;1;4;1;2;2;54;7;43904;1;72.2;1;1;3;2;3;41640;2;583;11;3;3;17;60.7;0;0;1;1;5;43952;0;0;3;1;1;15;1364106558;0;0;0;1;0;0
688;ToUpperCase;0;0;0;1;0;0;1;0;6;2;1;0;1;4;1;2;2;34;7;43904;1;52.9;1;1;3;2;3;41640;2;584;11;3;3;1;43898;0;0;1;1;5;43952;0;0;3;1;1;11;1364106558;0;0;0;1;0;0
689;TransferableBibtexEntry;0;0;0;0;2;0;0;0;22;5;1;0;5;24;0;3;4;81;36;43841;15;43974;1;4;4;5;5;21551;45689;134;52;13;13;2;44015;2;0;2;2;15;1;0;0;16;2;4;30;1364106558;0;0;0;5;0;4
690;TransferableEntrySelection;0;0;0;0;0;0;0;3;31;7;1;0;1;25;7;2;6;98;46;44020;16;43906;1;6;43953;4;3;14977;24473;204;68;12;12;1;43922;0;0;2;2;15;0.7;0;0;23;0;4;24;1364106558;0;0;0;1;0.5;0
691;TransferableFileLinkSelection;0;0;0;0;0;0;0;0;19;5;1;0;9;28;6;1;4;120;31;43864;18;55;1;4;45689;2;3;0.84;43952;78;43;6;6;43;50;1;0;5;5;25;44075;0;0;9;2;4;36;1364106558;0;0;0;5;1;6
692;TreeNode;0;0;0;0;7;2;3;20;147;39;1;3;2;68;495;20;33;605;157;43998;128;49.8;1;23;31868;7;5;43832;2;501;246;86;86;185;42.9;0;0;4;4;16;0.2;0;0;128;34;37;8;1455911924;0;1;1;0;1;0
693;TypedBibEntry;0;0;0;0;0;0;0;14;47;8;1;0;9;30;8;9;8;111;53;43901;38;43886;1;7;31444;3;3;46753;25934;416;67;19;19;6;43869;6;0;1;1;5;0.2;0;0;24;9;8;11;1460037394;5;0;5;11;1;17
694;UnabbreviateAction;0;0;0;0;9;0;0;5;31;4;0;0;11;21;0;1;4;79;36;44028;19;44065;1;4;45778;7;4;24473;43953;221;50;10;10;1;2;1;16;2;2;25;44013;0;0;21;2;4;30;1364106558;0;0;0;7;0.666666667;14
695;UndefinedBibtexEntry;0;0;1;1;0;0;0;0;6;2;0;0;2;5;0;1;2;40;12;0;3;47.5;1;2;2;1;2;0.92;1;263;15;1;1;2;44054;0;0;1;1;5;43831;0;0;4;0;1;18;1364106558;0;0;0;3;0;3
696;UndefinedCharacterFormatException;0;0;0;0;0;0;0;0;6;2;3;0;0;3;0;3;2;35;8;0;1;54.3;1;2;43952;1;2;41275;1;264;11;1;1;2;43936;0;0;1;1;5;43952;0;0;3;0;1;11;1364106558;0;0;0;0;0;0
697;UndefinedParagraphFormatException;0;0;0;0;0;0;0;0;6;2;3;0;0;3;0;4;2;35;8;0;1;54.3;1;2;43952;1;2;41275;1;615;11;1;1;2;43936;1;0;1;1;5;43952;0;0;3;2;1;11;1364106558;0;0;0;0;0;0
698;UndoableAbbreviator;0;0;0;0;1;0;0;3;30;3;1;0;5;16;0;1;2;64;33;43879;13;43997;1;3;24624;5;3;20090;3;222;42;13;13;7;43904;2;0;1;1;5;0.4;0;0;19;3;3;9;1438214712;0;0;0;5;2;9
699;UndoableAddOrRemoveGroup;0;2;0;2;3;8;1;17;55;7;2;0;5;32;15;7;5;166;78;41;46;31.9;1;7;41852;14;6;32174;15766;205;101;24;24;31;43974;0;0;9;9;36;43862;0;0;44;0;7;27;1364106558;0;0;0;3;0.625;9
700;UndoableChangeAssignment;0;3;0;3;0;0;2;8;29;5;2;0;5;22;4;1;5;85;33;43836;22;44074;1;5;44045;2;3;43101;43922;206;46;7;7;4;8;0;0;1;1;5;0.4;0;0;14;2;5;31;1364106558;0;0;0;4;1;7
701;UndoableChangeEntriesOfGroup;0;0;0;0;4;0;1;3;19;2;1;0;7;16;1;6;2;47;20;15;13;31.9;1;1;11;4;3;43922;4;207;25;6;6;0;0;2;0;2;2;35;44016;0;0;12;2;1;8;1455911924;0;0;0;7;0;8
702;UndoableChangeType;0;1;0;1;0;0;0;0;16;5;2;0;1;9;4;3;5;57;21;0;4;31.6;1;5;44044;1;2;45292;1;302;31;5;5;1;43833;1;0;1;1;5;0.5;0;0;9;2;5;17;1364106558;0;0;0;1;1;2
703;UndoableFieldChange;0;1;0;1;0;0;0;0;24;8;2;0;5;24;18;22;7;105;44;43995;19;44095;1;7;15766;4;4;24838;31413;303;64;11;11;6;43990;2;23;3;3;43;43863;0;0;20;3;7;27;1066683406;0;4;4;3;1;11
704;UndoableInsertEntry;0;2;0;2;0;0;0;0;19;6;2;0;5;14;7;9;5;78;30;43893;7;43980;1;5;43984;2;3;46388;43862;304;42;6;6;6;43963;1;18;3;2;25;2;0;1;12;2;5;25;1364106558;0;6;6;3;1;3
705;UndoableInsertString;0;2;0;2;0;0;0;0;19;6;2;0;7;20;7;5;5;80;33;3;13;43911;1;5;44045;2;3;43101;43862;305;47;6;6;2;43834;2;0;1;1;5;0.4;0;0;13;2;5;25;1364106558;0;6;6;5;1;7
706;UndoableKeyChange;0;2;0;2;0;0;0;0;22;7;2;0;3;16;15;5;6;82;29;0;10;44069;1;7;25934;1;2;44197;1;306;45;7;7;5;10;1;20;3;3;33;43923;0;0;12;2;7;21;1071348612;0;0;0;3;2;4
707;UndoableModifyGroup;0;1;0;1;0;0;0;4;27;5;2;0;5;21;4;1;5;79;30;0;23;43859;1;5;43984;1;2;43862;1;208;45;5;5;6;44054;0;0;6;6;13;1;0;0;13;0;5;19;1364106558;0;0;0;5;1;11
708;UndoableModifySubtree;0;3;0;3;2;0;0;6;29;5;2;0;4;27;0;4;5;89;36;43898;22;32.6;1;5;44046;3;3;15342;43983;209;50;8;8;11;18;1;0;9;9;35;43892;0;0;22;2;5;24;1364106558;0;3;3;3;1;3
709;UndoableMoveGroup;0;1;0;1;0;0;0;18;41;5;2;0;5;24;4;1;5;78;34;0;32;32.1;1;5;43864;1;2;45292;1;210;44;5;5;7;44025;0;0;7;7;5;0.4;0;0;16;0;5;19;1364106558;0;0;0;4;1;10
710;UndoablePreambleChange;0;1;0;1;0;0;0;0;19;5;2;0;3;15;4;2;5;80;27;0;10;30;1;5;43923;1;2;44562;1;307;40;5;5;7;44088;1;18;2;2;25;43832;0;0;12;2;5;20;1364106558;0;2;2;3;1;6
711;UndoableRemoveEntry;0;2;0;2;0;0;0;0;19;6;2;0;5;14;7;6;5;78;30;43893;7;43980;1;5;43984;2;3;46388;43862;308;42;6;6;6;43963;1;18;3;2;25;2;0;1;12;2;5;25;1364106558;0;2;2;3;1;3
712;UndoableRemoveString;0;2;0;2;0;0;0;0;19;6;2;0;7;20;7;2;5;80;33;3;13;43911;1;5;44045;2;3;43101;43862;309;47;6;6;2;43834;2;21;2;2;35;43953;0;0;13;2;5;25;1364106558;0;2;2;5;1;7
713;UndoableStringChange;0;1;0;1;0;0;0;0;23;5;2;0;3;17;0;3;5;90;37;44053;16;44092;1;5;43865;3;3;18629;44044;310;55;9;9;2;43954;2;0;1;1;5;0.3;0;0;19;2;5;18;1364106558;0;4;4;3;1;10
714;UndoableUnabbreviator;0;0;0;0;1;0;0;2;22;2;1;0;5;14;0;1;2;53;27;44057;11;44063;1;2;8;5;3;16072;3;223;34;9;9;8;19;2;0;1;1;5;0.5;0;0;16;3;2;9;1438214712;0;0;0;5;1;9
